uid,session_id,user_id,timestamp,action_type,mouse_x,mouse_y,dataset_type,dt,dx,dy,distance_pixels,velocity
09ca89ce-6223-4123-b160-961c84f30005,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154024,3,401.0,413.0,test,0.017,0.0,0.0,0.0,0.0
71883b13-7de1-4393-8dc8-b51fcf0b8e5c,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154041,3,401.0,413.0,test,0.017,0.0,0.0,0.0,0.0
aa75e467-a087-4b7b-95cc-c089cdaba75e,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154057,3,401.0,413.0,test,0.016,0.0,0.0,0.0,0.0
fa75261e-4142-4660-847d-760bdd6f4f77,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154074,3,401.0,413.0,test,0.017,0.0,0.0,0.0,0.0
53b95688-763d-4805-a97f-8062a47f40ff,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154092,3,401.0,413.0,test,0.018,0.0,0.0,0.0,0.0
03a9f88e-45fc-491a-9ab3-a4e3a0cb8165,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154109,3,401.0,413.0,test,0.017,0.0,0.0,0.0,0.0
e90760e6-280e-4bc8-9eb7-dec02369d429,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154275,2,445.7173,455.29828,test,0.166,44.71730000000002,42.29827999999998,61.553077991668296,370.80167464860415
d30b853b-06f8-40b2-8df2-2760fb85ec46,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097154575,5,447.50745,467.67413,test,0.3,1.7901499999999828,12.375850000000014,12.504651144474215,41.68217048158072
2dd0b511-16d5-4f4d-a6f2-c8f8ecaad787,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097155190,2,516.3549,278.7566,test,0.615,68.84745000000004,-188.91753,201.07164024994526,326.94575650397604
1d6aea12-29fb-482c-8f65-c23cb133755e,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097155207,2,550.0765,179.45486,test,0.017,33.72159999999997,-99.30174,104.87126333551817,6168.897843265774
b769e9dd-26b2-45f8-82e9-ab2cfaf907cf,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097155662,2,622.47876,105.07002,test,0.455,72.40225999999996,-74.38484,103.80362072169349,228.13982576196372
70de06fc-0b63-4782-b5bb-d6bebe4acea5,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097155953,2,464.6726,105.059906,test,0.291,-157.80615999999998,-0.01011400000000151,157.8061603241096,542.2892107357719
d200e1e4-0e37-405f-8d71-b7a8540f9294,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097156275,2,361.7982,161.34396,test,0.322,-102.87439999999998,56.28405400000001,117.26481531147743,364.1764450667001
9cc2d729-7bff-463c-bac3-5da54cb98f09,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097156306,2,196.9534,153.35034,test,0.031,-164.84480000000002,-7.993620000000021,165.03849868362354,5323.8225381814045
f8bb0252-6be2-49bc-89ff-847f323f47d6,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097156341,2,75.84796,126.68944,test,0.035,-121.10543999999999,-26.660899999999984,124.00536757093862,3543.0105020268174
43255028-6a51-483e-9678-4a767e5d52de,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097159098,5,45.499664,119.15259,test,2.757,-30.348295999999998,-7.536850000000001,31.27016434280632,11.342098056875706
88da9e23-40c9-4dc2-9ea2-e2ca01e2b41e,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097160111,2,177.93947,132.3227,test,1.013,132.439806,13.170109999999994,133.0930276563342,131.38502236558165
8bbea150-143c-4af1-9117-321ddff7570a,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097160158,2,286.8011,184.10364,test,0.047,108.86163000000002,51.780940000000015,120.54924401895063,2564.8775323180985
4860e2d2-3f98-48ce-a17f-69903373117e,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097160440,2,400.67816,245.01347,test,0.282,113.87705999999997,60.90983,129.14330096784926,457.9549679710967
0641d923-c8fd-443e-92b0-0753044163da,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097160491,2,505.3557,328.77692,test,0.051,104.67754000000002,83.76345,134.06603945949215,2628.745871754748
63ce4893-4857-46f3-ad08-2a7ef4e25df0,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097160774,2,599.07275,372.42523,test,0.283,93.71705000000003,43.64830999999998,103.38307611286581,365.31122301366014
9e62a24b-3377-4d95-9246-36b2c3e0973b,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097160810,2,785.83105,470.26035,test,0.036,186.75829999999996,97.83512000000002,210.83257178221865,5856.460327283852
83675f77-edea-4217-b1bb-ded1310f2569,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097160841,2,881.54297,554.05804,test,0.031,95.71191999999996,83.79768999999999,127.2117309033349,4103.604222688223
55e8c654-4234-4706-b827-f18a7ef3b7de,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097161109,2,989.5904,617.5825,test,0.268,108.04743000000008,63.524459999999976,125.33795972448456,467.6789541958379
a0dd27c7-5e6e-44d6-8a12-ab9144e78994,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097161131,2,1097.0186,674.6306,test,0.022,107.42820000000006,57.04809999999998,121.63594809450868,5528.906731568577
20e18e9a-7b6b-41b2-9ee4-db9a26940a5a,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097161157,2,1181.5269,732.57654,test,0.026,84.50829999999996,57.945940000000064,102.46650541212773,3941.01943892799
52229218-fa55-479b-98b6-d44bfcad8fa2,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097161423,2,1262.4279,804.29285,test,0.266,80.90099999999984,71.71631000000002,108.11198324430127,406.43602723421526
1080d838-6ada-44de-9809-435e9e5ee7a1,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097161907,2,1357.2737,837.882,test,0.484,94.84580000000005,33.589149999999904,100.61787502905487,207.88817154763404
be5102aa-c08d-4681-92b2-21f374e13bf3,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097162136,5,1377.5118,841.7003,test,0.229,20.23810000000003,3.818300000000022,20.59514764453029,89.93514255253402
9b56f760-0aaf-432f-bdb2-d53eb9412c65,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097162691,2,1206.1062,722.74255,test,0.555,-171.40560000000005,-118.95774999999992,208.64042272872842,375.92868960131244
b7317662-e5fb-48f4-b88a-afc288072f4e,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097162707,2,1125.0188,636.0109,test,0.016,-81.08739999999989,-86.73165000000006,118.73308532368934,7420.817832730583
463efcfe-e7ba-4f35-87a7-03ff4f57c256,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097162740,2,1032.7352,556.1676,test,0.033,-92.28359999999998,-79.8433,122.02956766230878,3697.8656867366294
7d90eb2e-ff76-40c0-b9fd-b86fd26cae87,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097163043,2,939.69653,476.602,test,0.303,-93.03867000000002,-79.56560000000002,122.42090842143308,404.02940073080225
e31875da-58cd-4e72-81b4-b4ae8a94d603,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097163075,2,851.8995,396.83676,test,0.032,-87.79703000000006,-79.76523999999995,118.62045350224598,3706.8891719451867
54342e98-9411-452b-857b-e72942363038,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097163621,5,790.6668,359.52985,test,0.546,-61.23270000000002,-37.306910000000016,71.70250402209189,131.3232674397287
ee9e35ca-6b15-4f36-af04-330fab0156ca,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097165792,2,814.22894,297.98438,test,2.171,23.56214,-61.54547000000002,65.9015881364061,30.35540678784252
21845157-27f1-4a7f-8068-5ea8305531d5,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097165825,2,894.4178,165.55539,test,0.033,80.18886000000009,-132.42899,154.815020784547,4691.364266198393
2414ca87-21cf-43f1-a0da-0d9fbfbd999f,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097190858,2,896.25146,142.99525,test,3.478,1.8336599999998953,-22.56013999999999,22.634536129887863,6.507917231135095
7e4cc8e9-687c-4f35-a997-0932dddcae8d,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097193191,2,798.859,189.19212,test,2.333,-97.39245999999991,46.19686999999999,107.79351586551245,46.203821631166925
6c4ffebf-7844-482a-a375-e8090dc9b405,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097193224,2,737.265,281.94794,test,0.033,-61.59400000000005,92.75582000000003,111.34389511721068,3374.057427794263
0b388cea-bd72-489e-ac4d-4ba7a7d2a057,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097193294,2,681.7955,365.54263,test,0.07,-55.46950000000004,83.59468999999996,100.32416272486951,1433.2023246409929
27f29d38-0764-4b31-bb3a-c4696f2dccc7,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097193594,2,633.9554,454.23315,test,0.3,-47.84009999999989,88.69052000000005,100.77044956672763,335.9014985557588
28b78984-eb32-4375-85ec-e3786d44d9c5,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097193849,5,625.26733,466.47968,test,0.255,-8.688070000000039,12.24652999999995,15.015327414538767,58.88363691975987
33145533-ff60-495c-8ce6-28837ec8a417,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097195974,2,608.10754,553.39966,test,2.125,-17.159790000000044,86.91998000000007,88.59763719222151,41.693005737516
040e9a6f-8bde-4a99-9580-5187fbc01749,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097196478,5,605.86194,541.35126,test,0.504,-2.2455999999999676,-12.048400000000015,12.25588274748091,24.317227673573235
08111630-d1af-41a1-96bc-42a44e0861e2,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097217762,5,711.4031,675.0304,test,0.37,105.54115999999999,133.67913999999996,170.32043014648943,460.3254868824039
602a0de3-a031-4be1-8f26-9c514710561f,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097222375,2,756.5735,574.26117,test,4.613,45.17039999999997,-100.76923,110.43008082471414,23.93888593642188
08d988e0-91de-41e0-ab40-d7fe9a0c304f,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097222426,2,803.4436,472.83145,test,0.051,46.87009999999998,-101.42971999999997,111.73537655231843,2190.8897363199694
2e3cb478-a19f-4f87-aa8d-c89fc2789ad9,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097222777,2,879.6038,327.73853,test,0.351,76.16020000000003,-145.09292,163.86681023979932,466.85700923019755
f5db8a10-ab10-41dc-907d-4d3807c9188d,07a37ac3-157b-476f-bba7-bd185e7e0410,0.0,1656097222810,2,993.2491,151.01532,test,0.033,113.64530000000002,-176.72321000000002,210.11032141423732,6366.97943679507
e238ccf6-d5cb-4c29-9a21-93e6304aa647,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755015203,2,668.0,830.0,test,0.032,-325.2491,678.98468,752.8659726176448,23527.0616443014
34de23c8-e86c-495e-a695-69ded6c2ce9d,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755015237,2,554.0,841.0,test,0.034,-114.0,11.0,114.5294721894762,3368.51388792577
423005e2-5359-4fc2-8c63-377861245a45,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755015281,2,452.0,839.0,test,0.044,-102.0,-2.0,102.0196059588548,2318.627408155791
5cd9e8b9-fc2b-4e83-80d5-22997b4c58e5,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755015483,2,558.0,804.0,test,0.202,106.0,-35.0,111.6288493177279,552.618065929346
2f641d84-07da-483b-88f6-fcf644b40500,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755015519,2,681.0,790.0,test,0.036,123.0,-14.0,123.79418403139947,3438.727334205541
e86532d5-85e3-49c2-a0b8-1c685ddd35ca,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755015553,2,802.0,783.0,test,0.034,121.0,-7.0,121.2023102090055,3564.773829676632
5f53c7ee-7324-4c75-be2f-44a8b05bf33d,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755015880,2,901.0,767.0,test,0.327,99.0,-16.0,100.2845950283492,306.68071874112906
13505124-b6fd-4340-bf83-ae9e5fae2563,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755016132,5,911.0,759.0,test,0.252,10.0,-8.0,12.806248474865697,50.81844632883213
e343f6ad-6934-4025-88d0-52be3d9855ea,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755017134,5,915.0,745.0,test,1.002,4.0,-14.0,14.560219778561036,14.531157463633768
15c9fd27-73f0-456d-acbb-00dba949b71c,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755017916,5,887.0,744.0,test,0.782,-28.0,-1.0,28.0178514522438,35.82845454251125
1ffdc16d-4186-49b9-a498-19e3c1a051bb,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755020110,2,792.0,686.0,test,2.194,-95.0,-58.0,111.30588483993108,50.731943865055186
d59d2c4a-41d9-493c-8377-b2d46f81cdee,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755020129,2,641.0,583.0,test,0.019,-151.0,-103.0,182.7840255602223,9620.211871590647
70c74e6e-4285-4c86-88fd-d2d242593006,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755020151,2,449.0,430.0,test,0.022,-192.0,-153.0,245.50560075077718,11159.34548867169
69fb7049-2eb1-449b-a449-aedbe7342069,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755020163,2,363.0,355.0,test,0.012,-86.0,-75.0,114.10959644131601,9509.133036776335
484fb5b4-17ae-45bf-b4ab-a342d4254c49,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755020174,2,267.0,276.0,test,0.011,-96.0,-79.0,124.32618388738553,11302.380353398685
0e5a447b-8ea1-4003-b2d2-ae9bbbaec84d,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755020187,2,115.0,161.0,test,0.013,-152.0,-115.0,190.60167890131504,14661.667607793464
d05fab4c-5c6c-4a0f-8401-e38a9f6a824f,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023234,2,1371.0,279.0,test,3.047,1256.0,118.0,1261.5308161119171,414.0238976409311
f9cbeb24-f3dc-4b50-a0d3-bd363e302831,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023245,2,1308.0,370.0,test,0.011,-63.0,91.0,110.67971810589327,10061.792555081207
09d5df67-aae6-4f38-9353-d09fdc4aa73a,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023268,2,1226.0,490.0,test,0.023,-82.0,120.0,145.3409783921933,6319.172973573623
fbd9f5ec-0a3d-4f73-b7d7-9dc7851e5615,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023303,2,1150.0,582.0,test,0.035,-76.0,92.0,119.33147112141039,3409.470603468868
74367885-c3ba-4a3d-b777-f57f560ad2f9,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023346,2,1055.0,647.0,test,0.043,-95.0,65.0,115.10864433221339,2676.9452170282184
d1f44678-a04d-4c5a-a106-c5d862952ad4,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023515,2,951.0,680.0,test,0.169,-104.0,33.0,109.11003620199197,645.6215159881182
a6aad5bd-0825-44ff-be42-bd2ba8638d54,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023582,2,899.0,767.0,test,0.067,-52.0,87.0,101.35580891098448,1512.7732673281264
c095c48e-342c-4da0-b2e9-d209377f78fe,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755023966,5,887.0,751.0,test,0.384,-12.0,-16.0,20.0,52.083333333333336
89b6fdc8-1efa-4ebe-b76f-0c113060f0b4,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755024602,2,753.0,759.0,test,0.636,-134.0,8.0,134.23859355639868,211.06697100062686
3970b3a7-ccf2-4da9-9bf1-bc965b9231ab,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755024619,2,560.0,761.0,test,0.017,-193.0,2.0,193.01036241611484,11353.550730359695
ae514624-6ba7-4ba4-9c8a-769ae6dc5371,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755024635,2,431.0,761.0,test,0.016,-129.0,0.0,129.0,8062.5
1ce4f1c8-d62d-4a06-9909-004f1c2b5d01,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755024652,2,271.0,750.0,test,0.017,-160.0,-11.0,160.37767924496225,9433.981132056602
91794eae-0f51-48de-bd65-705a266cce93,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755024685,2,171.0,720.0,test,0.033,-100.0,-30.0,104.4030650891055,3163.729245124409
b44fd1ac-70df-4572-a6fb-105f9a3a6ae2,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755028920,3,165.0,716.0,test,4.235,-6.0,-4.0,7.211102550927978,1.7027396814469842
fa9d1c47-af7e-4712-8608-0173750ac1a5,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030289,2,172.0,619.0,test,1.369,7.0,-97.0,97.25224933131366,71.03889651666448
35f394fe-5c35-4939-b7bc-a3641baa2209,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030491,2,243.0,540.0,test,0.202,71.0,-79.0,106.21675950620975,525.8255421099492
97de0e73-3762-4869-879f-8fe008bab234,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030535,2,361.0,517.0,test,0.044,118.0,-23.0,120.22063050907694,2732.287057024476
3509d50a-20df-4854-8aab-e303bddcf0e0,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030580,2,484.0,490.0,test,0.045,123.0,-27.0,125.92855117089213,2798.4122482420476
99445aa7-247f-401c-ab8a-f999eef15823,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030602,2,593.0,466.0,test,0.022,109.0,-24.0,111.61093136427094,5073.224152921407
9d25c2a1-25a7-4b94-a6c1-8423308399bf,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030626,2,745.0,433.0,test,0.024,152.0,-33.0,155.54099138169335,6480.8746409038895
b14f0920-d329-407f-b3a8-2547fddc73fc,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030647,2,886.0,409.0,test,0.021,141.0,-24.0,143.02796929272262,6810.855680605839
5fe39839-1017-47ca-a2ee-3cb3b0ee9e87,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755030918,2,986.0,399.0,test,0.271,100.0,-10.0,100.4987562112089,370.84411886054943
8a3ee047-a774-4fba-9090-7438008f5634,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755031083,5,987.0,399.0,test,0.165,1.0,0.0,1.0,6.0606060606060606
5899f8f2-8012-4619-9e45-3558e46426cb,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755031537,2,870.0,341.0,test,0.454,-117.0,-58.0,130.58713566044705,287.63686268820936
d5da6754-7245-4340-87d7-8d482c503617,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755031570,2,722.0,248.0,test,0.033,-148.0,-93.0,174.79416466232504,5296.792868555304
22b2d602-d6e8-4278-99c6-19e23c67ec96,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755031593,2,609.0,161.0,test,0.023,-113.0,-87.0,142.61135999632006,6200.493912883481
94160758-b796-4154-9408-9d7310e6fe0a,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033574,2,206.0,129.0,test,1.981,-403.0,-32.0,404.26847514986866,204.07293041386606
a38625d0-80d1-429b-aa4c-1e95c7ff3bd1,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033618,2,283.0,220.0,test,0.044,77.0,91.0,119.20570456148481,2709.220558215564
70570681-127f-47cd-ae0c-41de9744757d,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033640,2,360.0,307.0,test,0.022,77.0,87.0,116.18089343777659,5280.949701717118
55f2c3b3-0c3c-48ee-8b51-4ab22c29269d,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033674,2,445.0,391.0,test,0.034,85.0,84.0,119.50313803411188,3514.7981774738787
307cdd04-756f-48cb-bc2b-5e231ef4946d,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033730,2,546.0,456.0,test,0.056,101.0,65.0,120.10828447696687,2144.7907942315514
e705080d-e4b8-48f7-a1e0-c8bcf1c1d57f,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033786,2,662.0,492.0,test,0.056,116.0,36.0,121.45781160551181,2168.889492955568
f526217f-835a-4ef7-9027-1f905ebdb53b,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033876,2,763.0,530.0,test,0.09,101.0,38.0,107.91200118615167,1199.0222354016853
9539f340-fb97-43ce-b2c3-021a4f382e0c,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755033967,2,870.0,526.0,test,0.091,107.0,-4.0,107.07474025184464,1176.645497273018
36b56b58-b963-4479-8fa0-ad3ef5275ca2,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755034215,5,885.0,526.0,test,0.248,15.0,0.0,15.0,60.483870967741936
24e67bc1-9f81-41b6-bc29-4c2a1c15819f,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755034495,2,755.0,477.0,test,0.28,-130.0,-49.0,138.9280389266328,496.17156759511715
8474f6d9-0f09-4654-8920-d73a01e830b1,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755034551,2,651.0,406.0,test,0.056,-104.0,-71.0,125.92458060283545,2248.653225050633
ed836acc-7264-4249-8e33-04af877b14a6,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755034585,2,548.0,308.0,test,0.034,-103.0,-98.0,142.1724305201258,4181.542074121347
777d9d5a-7541-48bc-a88b-998f3b690fc3,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755034619,2,477.0,217.0,test,0.034,-71.0,-91.0,115.42096863222038,3394.7343715358934
66867d2e-d412-4be9-92ca-7e5137bb2a14,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036049,2,271.0,140.0,test,1.43,-206.0,-77.0,219.92044015961773,153.79051759413827
5d25dc2d-b2b7-4e8c-83f8-acd2b4afbfb4,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036096,2,352.0,207.0,test,0.047,81.0,67.0,105.11898020814318,2236.5740469817697
4a7ee320-c212-45e4-973a-c7c39423ce87,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036139,2,436.0,282.0,test,0.043,84.0,75.0,112.60994627474076,2618.8359598776924
ff65e4b6-8387-41bb-9bfd-e709af47677f,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036183,2,526.0,361.0,test,0.044,90.0,79.0,119.75391434103521,2721.679871387164
cf10689b-1df4-4d21-875b-1f59fc3d95d4,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036239,2,614.0,421.0,test,0.056,88.0,60.0,106.50821564555478,1901.9324222420496
4e0ae7e4-cd55-4f7d-8d9b-c9418c3a4278,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036351,2,701.0,478.0,test,0.112,87.0,57.0,104.0096149401583,928.6572762514134
401b8945-4f56-4050-b69f-9dc2f4fdf01b,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036453,2,800.0,543.0,test,0.102,99.0,65.0,118.43141475132347,1161.0923014835635
a8b3ab3d-c5a9-4893-b4c4-0971607960c7,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036645,2,878.0,607.0,test,0.192,78.0,64.0,100.89598604503551,525.4999273178933
b46ea2d6-d446-443a-aab3-d0a165ae5005,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755036915,5,889.0,626.0,test,0.27,11.0,19.0,21.95449840010015,81.31295703740795
8561f4c7-d814-4a0f-9022-a91f249a9dbd,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755037240,2,767.0,591.0,test,0.325,-122.0,-35.0,126.92123541787639,390.5268782088504
9f26bd4c-5336-42b9-b779-9ae1e3960122,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755037285,2,677.0,547.0,test,0.045,-90.0,-44.0,100.17983829094555,2226.218628687679
e5ba0960-f4fe-49fd-89ad-922ba6d96d53,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755037318,2,583.0,482.0,test,0.033,-94.0,-65.0,114.28473213863697,3463.173701170817
144b5159-682f-4f87-8fd8-30e203c2fade,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755037346,2,503.0,411.0,test,0.028,-80.0,-71.0,106.96261028976434,3820.0932246344405
f13dd692-2499-4b23-ad41-640a9fca32bc,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755037364,2,421.0,327.0,test,0.018,-82.0,-84.0,117.38824472663352,6521.56915147964
f419e737-dbc9-42a3-9e8e-8b7db3ad8269,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755037386,2,350.0,241.0,test,0.022,-71.0,-86.0,111.5212984142491,5069.1499279204145
10e6681f-b295-4688-adbb-99087fe62b0e,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755037410,2,287.0,159.0,test,0.024,-63.0,-82.0,103.40696301506973,4308.623458961239
4cf74ff9-7e68-439a-89e8-3ddf2e61b802,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755038996,2,396.0,248.0,test,1.586,109.0,89.0,140.71957930579526,88.72609035674354
4ab90a31-3f3a-4f11-bf74-a08dec11aec7,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039006,2,497.0,308.0,test,0.01,101.0,60.0,117.47765745025733,11747.765745025732
b59cb1ec-a432-4dba-9722-0eca08e542f4,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039017,2,591.0,365.0,test,0.011,94.0,57.0,109.9317970379817,9993.79973072561
4f1f5e27-7d04-42af-91a1-a0eb374ea7bb,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039040,2,781.0,470.0,test,0.023,190.0,105.0,217.0829334609241,9438.388411344526
d6cb5049-8912-41f8-b426-ea5bd3dd18b2,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039063,2,933.0,538.0,test,0.023,152.0,68.0,166.5172663719892,7239.881146608226
b93fcaad-bd07-40cf-a9ec-3204f0da1653,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039096,2,1054.0,572.0,test,0.033,121.0,34.0,125.686116973992,3808.6702113330907
ad31a392-b88d-4abf-99c5-5ad6f5729281,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039278,2,1150.0,520.0,test,0.182,96.0,-52.0,109.17875251164945,599.8832555585135
f277670a-5e6f-4f74-b303-9928044dbea3,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039333,2,1252.0,536.0,test,0.055,102.0,16.0,103.24727599312246,1877.2231998749537
99bef1bb-1974-412f-83a5-2b38131d30cd,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039570,2,1365.0,486.0,test,0.237,113.0,-50.0,123.5677951571525,521.3831019289136
beacd999-b6d1-4369-a8b4-26a6162678e1,082aa745-bb4b-407d-8715-05f5e40697ff,0.0,1655755039593,2,1505.0,493.0,test,0.023,140.0,7.0,140.1748907615055,6094.560467891544
